,Address,Location,Date of sale,Boarea (m²),Total Area (m²),Rooms,Plot Area (m²),Closing price (kr)
713,Rörtången 111C,"Rörtången,          Kungälvs kommun",18 juni 2020,155.0,255.0,4.0,951 ,9600000.0
714,Mellan-Restad 340,"Bohuslän,          Kungälvs kommun",17 juni 2020,130.0,,4.0,1 355 ,3900000.0
715,Skäggstorp 160,"Kode,          Kungälvs kommun",17 juni 2020,28.0,,2.0,1 257 ,1350000.0
716,Ulvesund 110,"Ytterby,          Kungälvs kommun",16 juni 2020,153.0,203.0,5.0,2 830 ,4200000.0
717,Fridhemsgatan 3,"Centrum,          Kungälvs kommun",15 juni 2020,108.0,182.0,5.0,851 ,5200000.0
718,Ödsmål 360,"Rörtången,          Kungälvs kommun",15 juni 2020,105.0,171.0,5.0,794 ,3840000.0
719,Västra Röd 390,"Kärna,          Kungälvs kommun",10 juni 2020,123.0,148.0,5.0,843 ,3295000.0
720,Gårdskiftegatan 39,"Övre Tega,          Kungälvs kommun",10 juni 2020,171.0,192.0,6.0,830 ,5450000.0
721,Rådalsvägen 16,"Aröd,          Kungälvs kommun",10 juni 2020,61.0,,2.0,2 090 ,2100000.0
722,Staby 490,"Kärna,          Kungälvs kommun",9 juni 2020,100.0,170.0,4.0,2 230 ,5000000.0
723,Matskärsvägen 36,"Tjuvkil,          Kungälvs kommun",9 juni 2020,56.0,,3.0,1 077 ,2595000.0
724,Instö backe 110,"Instön,          Kungälvs kommun",9 juni 2020,49.0,,2.0,3 027 ,2400000.0
725,Smidesvägen 6,"Kode,          Kungälvs kommun",9 juni 2020,95.0,155.0,6.0,846 ,3860000.0
726,Prejelvägen 126,"Ullstorp,          Kungälvs kommun",8 juni 2020,122.0,,5.0,301 ,5050000.0
727,Bräcke 320,"Kärna,          Kungälvs kommun",7 juni 2020,148.0,204.0,6.0,7 880 ,5850000.0
728,Sundviksvägen 46,"Kungälv - Tjuvkil,          Kungälvs kommun",5 juni 2020,117.0,,5.0,325 ,5650000.0
729,Staby 350,"Kungälv - Kärna,          Kungälvs kommun",5 juni 2020,145.0,220.0,5.0,911 ,3300000.0
730,Berghällsvägen 10,"Kode,          Kungälvs kommun",4 juni 2020,52.0,68.0,3.0,1 224 ,2495000.0
731,Tunge 310,"Bohuslän,          Kungälvs kommun",4 juni 2020,68.0,,3.0,1 417 ,2055000.0
732,Bräcke 108,"Kärna,          Kungälvs kommun",4 juni 2020,190.0,,5.0,6 662 ,5700000.0
733,Lingonvägen 23,"Centralt,          Kungälvs kommun",4 juni 2020,175.0,199.0,6.0,731 ,6150000.0
734,Skrindvägen 20,"Ullstorp,          Kungälvs kommun",4 juni 2020,141.0,,5.0,488 ,5450000.0
735,Hammar 570,"Bohuslän,          Kungälvs kommun",3 juni 2020,129.0,,4.0,3 315 ,3800000.0
736,Duvesjön 333,"Duvesjön,          Kungälvs kommun",3 juni 2020,125.0,156.0,4.0,1 073 ,3650000.0
737,Dannemarksgatan 16,"Övre Tega,          Kungälvs kommun",2 juni 2020,148.0,328.0,6.0,1 123 ,5150000.0
738,Byvägen 29,"Rörtången/ödsmålsmosse,          Kungälvs kommun",28 maj 2020,105.0,,3.0,766 ,3200000.0
739,Korseberget 180,"Harestad,          Kungälvs kommun",28 maj 2020,151.0,,5.0,1 216 ,4500000.0
740,Lundby 300,"KAREBY,          Kungälvs kommun",26 maj 2020,43.0,,2.0,1 828 ,2250000.0
741,Åseby 150,"Solberga-Kode,          Kungälvs kommun",26 maj 2020,126.0,,3.0,3 712 ,4500000.0
742,Staby 650,"Kärna,          Kungälvs kommun",25 maj 2020,94.0,182.0,5.0,1 011 ,3270000.0
743,Östra Röd 310,"Harestad,          Kungälvs kommun",23 maj 2020,154.0,,6.0,999 ,4995000.0
744,Harkvägen 327,"Ullstorp,          Kungälvs kommun",22 maj 2020,131.0,,5.0,,4010000.0
745,Östra gatan 6,"Kungälv,          Kungälvs kommun",21 maj 2020,135.0,203.0,7.0,1 176 ,6750000.0
746,Dalvägen 6,"Kode,          Kungälvs kommun",20 maj 2020,52.0,82.0,2.0,1 378 ,2600000.0
747,Årsnäs 300,"Kode,          Kungälvs kommun",20 maj 2020,137.0,142.0,5.0,1 516 ,5900000.0
748,Älggatan 17,"Klöverbacken - Olseröd,          Kungälvs kommun",20 maj 2020,85.0,102.0,3.0,,3200000.0
749,Skårsäng 105,"Kärna,          Kungälvs kommun",20 maj 2020,114.0,,5.0,456 ,4300000.0
750,Krokens väg 22,"Tjuvkil (västra delen)+Kroken,          Kungälvs kommun",20 maj 2020,122.0,194.0,6.0,1 320 ,5900000.0
751,Bäckliden 10,"Kungälv,          Kungälvs kommun",19 maj 2020,169.0,248.0,7.0,500 ,7700000.0
752,Tronnum 260,"Kärna,          Kungälvs kommun",18 maj 2020,106.0,,3.0,1 229 ,3500000.0
753,Rishammarvägen 12,"Kungälv,          Kungälvs kommun",16 maj 2020,185.0,211.0,7.0,747 ,6000000.0
754,Åkerhög 410,"Vedhall,          Kungälvs kommun",14 maj 2020,147.0,,4.0,842 ,5000000.0
755,Grandalen 110,"Duvesjön,          Kungälvs kommun",13 maj 2020,66.0,,2.0,1 121 ,2300000.0
756,Kållen 140,"Romelanda,          Kungälvs kommun",13 maj 2020,96.0,121.0,4.0,2 207 ,3200000.0
757,Kärnavägen 1,"Kärna,          Kungälvs kommun",12 maj 2020,159.0,249.0,8.0,668 ,4300000.0
758,Hamngatan 3,"Kungälv centralt,          Kungälvs kommun",12 maj 2020,144.0,220.0,6.0,620 ,6100000.0
759,Kvarnvägen 41,"Bohuslän,          Kungälvs kommun",12 maj 2020,111.0,156.0,5.0,1 194 ,3650000.0
760,Krokens väg 21,"Lycke,          Kungälvs kommun",11 maj 2020,157.0,,6.0,968 ,5950000.0
761,Åseby 120,"Kode / Solberga,          Kungälvs kommun",10 maj 2020,91.0,162.0,3.0,19 952 ,3825000.0
762,Byvägen 63,"Ödsmålsmosse,          Kungälvs kommun",6 maj 2020,104.0,,5.0,1 750 ,3750000.0
763,Toftåsen 3,"Sundhammar,          Kungälvs kommun",6 maj 2020,137.0,173.0,6.0,1 235 ,5975000.0
764,Gullbringa 110,"Lökeberg,          Kungälvs kommun",6 maj 2020,180.0,,6.0,2 068 ,4300000.0
765,Skäggstorp 180,"Kode,          Kungälvs kommun",6 maj 2020,52.0,,2.0,1 353 ,2450000.0
766,Källeröd 166,"Kareby,          Kungälvs kommun",5 maj 2020,126.0,,6.0,988 ,4295000.0
767,Skårshöjd 8,"Kärna,          Kungälvs kommun",5 maj 2020,140.0,180.0,6.0,921 ,3700000.0
768,Lievägen 245,"Ullstorp,          Kungälvs kommun",4 maj 2020,111.0,,4.0,487 ,5150000.0
769,Flädervägen 17,"Diseröd,          Kungälvs kommun",1 maj 2020,110.0,,4.0,332 ,3600000.0
770,Duvesjön 230,"Duvesjön,          Kungälvs kommun",30 april 2020,119.0,,4.0,1 091 ,4450000.0
771,Olserödsgatan 128,"Kungälv,          Kungälvs kommun",29 april 2020,150.0,189.0,4.0,1 388 ,4650000.0
772,Instölid 33,"Instön,          Kungälvs kommun",29 april 2020,55.0,,3.0,841 ,3950000.0
773,Tjällviksvägen 4,"Marstrand,          Kungälvs kommun",28 april 2020,74.0,,2.0,822 ,2650000.0
774,Grokareby 130,"Kareby,          Kungälvs kommun",28 april 2020,200.0,226.0,6.0,6 284 ,3825000.0
775,Häljeröd 280,"Romelanda,          Kungälvs kommun",28 april 2020,199.0,223.0,7.0,3 235 ,3700000.0
776,Älggatan 6,"Olseröd,          Kungälvs kommun",28 april 2020,111.0,,4.0,,3375000.0
777,Hemmansgatan 2,"Ytterby,          Kungälvs kommun",27 april 2020,179.0,,8.0,1 021 ,4800000.0
778,Västra Röd 130,"Harestad,          Kungälvs kommun",25 april 2020,136.0,151.0,5.0,1 170 ,4200000.0
779,Bergåsvägen 17,"Ytterby,          Kungälvs kommun",24 april 2020,126.0,175.0,6.0,1 054 ,4600000.0
780,Åseby 170,"Åseby,          Kungälvs kommun",24 april 2020,101.0,,3.0,1 945 ,3500000.0
781,Aspvägen 7A,"Kungälv - Ytterby,          Kungälvs kommun",23 april 2020,106.0,210.0,6.0,640 ,4725000.0
782,Hammar 150,"Harestad,          Kungälvs kommun",22 april 2020,95.0,160.0,4.0,1 391 ,1895000.0
783,Ingegatan 2E,"Komarken,          Kungälvs kommun",22 april 2020,102.0,151.0,5.0,108 ,3600000.0
784,Tvetgatan 289,"Tveten,          Kungälvs kommun",21 april 2020,130.0,139.0,5.0,127 ,3700000.0
785,Prästvägen 238,"Kareby,          Kungälvs kommun",19 april 2020,177.0,,7.0,1 401 ,5400000.0
786,Hammarberg 880,"Kode,          Kungälvs kommun",18 april 2020,71.0,,3.0,2 037 ,2450000.0
787,Källeröd 168,"Kareby,          Kungälvs kommun",17 april 2020,126.0,,6.0,1 000 ,4395000.0
788,Tjällviksvägen 14,"Instön,          Kungälvs kommun",17 april 2020,138.0,142.0,4.0,3 032 ,4150000.0
789,Ingetorp 190,"Kode,          Kungälvs kommun",16 april 2020,70.0,82.0,4.0,2 160 ,2860000.0
790,Bokvägen 8,"Centralt,          Kungälvs kommun",7 april 2020,170.0,210.0,8.0,635 ,6650000.0
791,Önneröd 145,"Bohuslän,          Kungälvs kommun",3 april 2020,110.0,,4.0,1 030 ,4800000.0
792,Skårby 774,"Bohuslän,          Kungälvs kommun",3 april 2020,151.0,,7.0,2 155 ,5300000.0
793,Lerskärsvägen 11,"Lycke,          Kungälvs kommun",2 april 2020,63.0,82.0,,1 065 ,2750000.0
794,Löstorp 120,"Kareby,          Kungälvs kommun",2 april 2020,93.0,193.0,6.0,1 313 ,3620000.0
795,Flädervägen 48,"Diseröd,          Kungälvs kommun",2 april 2020,182.0,192.0,7.0,823 ,5455000.0
796,Lievägen 232,"Ullstorp,          Kungälvs kommun",2 april 2020,134.0,139.0,5.0,257 ,5420000.0
797,Lilla Fjellsholmen 33,"Lilla Fjellsholmen,          Kungälvs kommun",1 april 2020,108.0,126.0,4.0,412 ,7900000.0
798,Vitsten 210,"Kode,          Kungälvs kommun",1 april 2020,50.0,,3.0,1 191 ,1200000.0
799,Orrstigen 8,"Bohuslän,          Kungälvs kommun",1 april 2020,128.0,,,361 ,4220000.0
800,Duvesjön 216,"Bohuslän,          Kungälvs kommun",31 mars 2020,153.0,,5.0,2 091 ,4135000.0
801,Lyckan 2,"Komarken,          Kungälvs kommun",30 mars 2020,111.0,171.0,7.0,861 ,3630000.0
802,Klövergången 8,"Centralt,          Kungälvs kommun",28 mars 2020,125.0,,4.0,402 ,3730000.0
803,Häradsvägen 30,"Ytterby,          Kungälvs kommun",27 mars 2020,130.0,,,372 ,2400000.0
804,Murhammarvägen 1,"Kareby,          Kungälvs kommun",27 mars 2020,122.0,,5.0,822 ,3510000.0
805,Löstorp 160,"Kareby,          Kungälvs kommun",27 mars 2020,62.0,86.0,3.0,1 282 ,2850000.0
806,Ädelstensvägen 52,"Kode,          Kungälvs kommun",27 mars 2020,123.0,,3.0,334 ,4150000.0
807,Sundhammarsvägen 480,"Sundhammar,          Kungälvs kommun",27 mars 2020,167.0,,6.0,2 290 ,4680000.0
808,Harkvägen 343,"Kungälv,          Kungälvs kommun",26 mars 2020,131.0,,5.0,,4000000.0
809,Östergårdsgatan 61,"Tega,          Kungälvs kommun",26 mars 2020,179.0,,6.0,1 204 ,5010000.0
810,Rishammarvägen 11,"Kareby,          Kungälvs kommun",23 mars 2020,115.0,143.0,6.0,2 862 ,5525000.0
811,Beryllvägen 25,"Kode,          Kungälvs kommun",20 mars 2020,123.0,,5.0,383 ,4100000.0
812,Västra gatan 18B,"Centrum,          Kungälvs kommun",12 mars 2020,160.0,,6.0,746 ,6000000.0
813,Alvägen 1,"Diseröd,          Kungälvs kommun",11 mars 2020,126.0,169.0,6.0,668 ,3795000.0
814,Byvägen 50,"Ödsmålsmosse,          Kungälvs kommun",9 mars 2020,163.0,215.0,5.0,1 275 ,4400000.0
815,Kulleskärsvägen 37,"Tjuvkil/Lycke,          Kungälvs kommun",7 mars 2020,64.0,,3.0,1 456 ,2650000.0
816,Skårsäng 25,"Kärna,          Kungälvs kommun",6 mars 2020,147.0,156.0,6.0,547 ,4650000.0
817,Häljeröd 380,"Diseröd,          Kungälvs kommun",5 mars 2020,140.0,330.0,7.0,3 521 ,4425000.0
818,Östergårdsgatan 27,"Ytterby,          Kungälvs kommun",3 mars 2020,156.0,,5.0,777 ,4450000.0
819,Tjuvkil 140,"Tjuvkil,          Kungälvs kommun",3 mars 2020,80.0,92.0,3.0,2 819 ,2900000.0
820,Fontinvägen 32,"Kungälv Centralt,          Kungälvs kommun",2 mars 2020,160.0,210.0,7.0,811 ,6300000.0
821,Duvesjön 327,"Kungälv -Duvesjön,          Kungälvs kommun",2 mars 2020,103.0,127.0,4.0,1 320 ,3900000.0
822,Ulvedalsgatan 10,"Ulvegärde,          Kungälvs kommun",1 mars 2020,154.0,,5.0,1 031 ,5100000.0
823,Truskärsvägen 9C,"Tjuvkil,          Kungälvs kommun",28 februari 2020,168.0,,7.0,1 039 ,5750000.0
824,Ivar Claessons gata 8,"Kungälv,          Kungälvs kommun",27 februari 2020,121.0,151.0,6.0,1 103 ,5500000.0
825,Storskiftegatan 71,"Övre Tega,          Kungälvs kommun",26 februari 2020,129.0,157.0,5.0,798 ,5600000.0
826,Krappvägen 556,"Bohuslän,          Kungälvs kommun",26 februari 2020,174.0,214.0,6.0,783 ,7925000.0
827,Fregattgatan 6,"Centralt vid älven,          Kungälvs kommun",23 februari 2020,180.0,,7.0,630 ,5330000.0
828,Nolby 325,"Kungälv,          Kungälvs kommun",21 februari 2020,159.0,,4.0,29 096 ,6700000.0
829,Stenåldersgatan 59,"Ytterby,          Kungälvs kommun",21 februari 2020,107.0,,5.0,400 ,4520000.0
830,Brunnefjällsvägen 26,"Kärna,          Kungälvs kommun",21 februari 2020,79.0,84.0,3.0,1 157 ,2360000.0
831,Reidarsgatan 3,"Centralt vid älven,          Kungälvs kommun",19 februari 2020,150.0,178.0,5.0,686 ,5350000.0
832,Lefstadvägen 27,"Kärna,          Kungälvs kommun",19 februari 2020,113.0,134.0,3.0,1 351 ,4090000.0
833,Fågelstigen 41,"Centralt,          Kungälvs kommun",11 februari 2020,126.0,,5.0,590 ,4300000.0
834,Täljstensgatan 2,"Stället,          Kungälvs kommun",10 februari 2020,70.0,,3.0,551 ,3600000.0
835,Rishammar 110,"Kareby,          Kungälvs kommun",7 februari 2020,140.0,159.0,6.0,1 205 ,4135000.0
836,Solbräcke 214,"Kungälv,          Kungälvs kommun",6 februari 2020,148.0,,4.0,882 ,4950000.0
837,Lilla Fjellsholmen 17,"Lilla Fjellsholmen,          Kungälvs kommun",5 februari 2020,,,5.0,400 ,6900000.0
838,Mariebergsvägen 150,"Kungälv,          Kungälvs kommun",3 februari 2020,173.0,259.0,8.0,4 083 ,4250000.0
839,Åsebyberg 940,"Kode,          Kungälvs kommun",2 februari 2020,138.0,168.0,5.0,57 649 ,4400000.0
840,Jägarvägen 5,"Diseröd,          Kungälvs kommun",30 januari 2020,168.0,176.0,7.0,550 ,3795000.0
841,Staby 780,"Kärna,          Kungälvs kommun",28 januari 2020,108.0,158.0,4.0,2 026 ,3050000.0
842,Gräsgången 1,"Komarken,          Kungälvs kommun",28 januari 2020,125.0,,4.0,435 ,4100000.0
843,Toreby mosse 600,"Harestad och Kärna,          Kungälvs kommun",28 januari 2020,104.0,120.0,4.0,1 622 ,3900000.0
844,Hemvägen 19,"Romelanda,          Kungälvs kommun",28 januari 2020,119.0,138.0,5.0,381 ,2900000.0
845,Lerskärsvägen 51,"Lycke,          Kungälvs kommun",24 januari 2020,75.0,,4.0,1 591 ,3125000.0
846,Gårdskiftegatan 72,"Ytterby,          Kungälvs kommun",22 januari 2020,105.0,214.0,6.0,856 ,5050000.0
847,Onyxvägen 14,"Kode,          Kungälvs kommun",22 januari 2020,123.0,,5.0,546 ,4125000.0
848,Duvesjön 201,"Bohuslän,          Kungälvs kommun",21 januari 2020,38.0,47.0,2.0,1 390 ,1880000.0
849,Kyrkeby 296,"Kärna,          Kungälvs kommun",21 januari 2020,146.0,,5.0,1 499 ,4300000.0
850,Sundviksvägen 36,"Tjuvkil/lycke,          Kungälvs kommun",19 januari 2020,117.0,,5.0,533 ,5495000.0
851,Kungälvsvägen 51,"Grinden,          Kungälvs kommun",18 januari 2020,89.0,,4.0,215 ,4100000.0
852,Norrmannebo 540,"Norrmannebo,          Kungälvs kommun",17 januari 2020,115.0,170.0,5.0,4 495 ,3420000.0
853,Hallebäcksvägen 18,"Timmervik,          Kungälvs kommun",17 januari 2020,62.0,,3.0,1 336 ,2215000.0
854,Gråstensvägen 11,"Kode,          Kungälvs kommun",17 januari 2020,125.0,205.0,8.0,1 628 ,3150000.0
855,Guntorpsvägen 24,"Kode,          Kungälvs kommun",15 januari 2020,110.0,262.0,6.0,1 065 ,5000000.0
856,Västerängen 5,"Ytterby,          Kungälvs kommun",10 januari 2020,106.0,150.0,6.0,1 046 ,5175000.0
857,Munkegärdegatan 339,"Kungälv,          Kungälvs kommun",10 januari 2020,117.0,,5.0,659 ,5100000.0
858,Holm 230,"Kovikshamn,          Kungälvs kommun",9 januari 2020,155.0,162.0,7.0,2 861 ,5875000.0
859,Opalvägen 10,"Kode,          Kungälvs kommun",3 januari 2020,130.0,180.0,5.0,712 ,2900000.0
860,Ön 170,"Kareby,          Kungälvs kommun",27 december 2019,120.0,204.0,5.0,3 272 ,3500000.0
861,Bräcke 106,"Kärna,          Kungälvs kommun",27 december 2019,127.0,,4.0,2 070 ,4600000.0
862,Solrosvägen 7,"Kärna,          Kungälvs kommun",22 december 2019,138.0,228.0,5.0,592 ,4375000.0
863,Broberg 190,"Tjuvkil/Lycke,          Kungälvs kommun",20 december 2019,67.0,,4.0,1 755 ,1850000.0
864,Prejelvägen 120,"Kungälv,          Kungälvs kommun",20 december 2019,122.0,,,314 ,5100000.0
865,Matskärsvägen 2,"Kungälv - Tjuvkil,          Kungälvs kommun",20 december 2019,130.0,,4.0,594 ,4650000.0
866,Dannemarksgatan 42,"Ytterby,          Kungälvs kommun",20 december 2019,148.0,,6.0,641 ,5400000.0
867,Spaghamnsvägen 15,"Tjuvkil/Lycke,          Kungälvs kommun",15 december 2019,114.0,,3.0,1 407 ,6500000.0
868,Lilla Fjellsholmen 6,"Lilla Fjellsholmen,          Kungälvs kommun",12 december 2019,86.0,,4.0,400 ,6900000.0
869,Ulvesund 438,"Ytterby,          Kungälvs kommun",11 december 2019,90.0,,5.0,760 ,4500000.0
870,Hallbjörtorp 200,"Hallbjörtorp,          Kungälvs kommun",9 december 2019,90.0,,3.0,1 458 ,1000000.0
871,Bergåsvägen 6B,"Ytterby,          Kungälvs kommun",6 december 2019,141.0,170.0,5.0,1 021 ,5400000.0
872,Settungsvägen 44,"Ullstorp,          Kungälvs kommun",3 december 2019,120.0,145.0,5.0,583 ,5100000.0
873,Skurhagagatan 4,"Kungälv - Centrum,          Kungälvs kommun",30 november 2019,190.0,265.0,7.0,798 ,5300000.0
874,Rörmossevägen 130,"Bohuslän,          Kungälvs kommun",28 november 2019,145.0,258.0,5.0,1 200 ,4480000.0
875,Törnrosgatan 10,"Ytterby,          Kungälvs kommun",28 november 2019,136.0,212.0,7.0,1 030 ,5375000.0
876,Vävra 542,"Hålta,          Kungälvs kommun",27 november 2019,109.0,124.0,6.0,1 106 ,4550000.0
877,Vallby 110,"Solberga-Kode,          Kungälvs kommun",25 november 2019,127.0,141.0,5.0,12 135 ,5100000.0
878,Olsåker 200,"Kareby,          Kungälvs kommun",22 november 2019,106.0,262.0,6.0,1 673 ,3600000.0
879,Enekullsvägen 6,"Ytterby,          Kungälvs kommun",22 november 2019,170.0,264.0,8.0,1 160 ,6900000.0
880,Åsebyberg 655,"Åsebyberg,          Kungälvs kommun",21 november 2019,35.0,,2.0,2 854 ,2080000.0
881,Ljungvägen 40,"Ödsmålsmosse vid Rörtången,          Kungälvs kommun",20 november 2019,65.0,,3.0,1 016 ,2295000.0
882,Bergkristallvägen 18,"Kode,          Kungälvs kommun",20 november 2019,127.0,,6.0,608 ,4450000.0
883,Solberga 870,"Kode,          Kungälvs kommun",20 november 2019,104.0,142.0,3.0,1 272 ,3420000.0
884,Kuskalundsvägen 35,"Vävra,          Kungälvs kommun",16 november 2019,63.0,,3.0,2 104 ,2450000.0
885,Trankärr 170,"Trankärr,          Kungälvs kommun",16 november 2019,86.0,146.0,3.0,1 002 ,3880000.0
886,Granndalen 13,"Kärna,          Kungälvs kommun",13 november 2019,81.0,91.0,4.0,1 093 ,2100000.0
887,Solbräcke / Ullstorp,"Kungälv,          Kungälvs kommun",13 november 2019,148.0,,6.0,784 ,4950000.0
888,Grindklykan 9,"Kungälv,          Kungälvs kommun",13 november 2019,121.0,,4.0,729 ,3900000.0
889,Täljstensgatan 4,"Ytterby,          Kungälvs kommun",6 november 2019,70.0,82.0,3.0,478 ,3100000.0
890,Duvesjön 357,"Romelanda,          Kungälvs kommun",6 november 2019,169.0,229.0,9.0,1 054 ,4625000.0
891,,"Kungälv,          Kungälvs kommun",1 november 2019,,,,708 ,1251360.0
892,Kulperödsvägen 39,"Gullbringa,          Kungälvs kommun",1 november 2019,129.0,,4.0,1 192 ,2900000.0
893,Topasvägen 13,"Kode,          Kungälvs kommun",1 november 2019,130.0,225.0,6.0,782 ,4500000.0
894,Råckeröd 180,"Kärna,          Kungälvs kommun",30 oktober 2019,90.0,,,3 183 ,1000000.0
895,Enebacksvägen 10,"Kode,          Kungälvs kommun",30 oktober 2019,69.0,105.0,4.0,1 051 ,2720000.0
896,Lerskärsvägen 11,"Tjuvkil,          Kungälvs kommun",30 oktober 2019,63.0,138.0,3.0,1 065 ,2830000.0
897,Jägersberg 350,"Kode,          Kungälvs kommun",29 oktober 2019,94.0,126.0,4.0,4 120 ,3405000.0
898,Lilla Fjellsholmen 16,"Lilla Fjellsholmen,          Kungälvs kommun",29 oktober 2019,86.0,,4.0,435 ,7500000.0
899,Häradsvägen 92,"Ytterby centralt,          Kungälvs kommun",29 oktober 2019,130.0,,5.0,386 ,3595000.0
900,Hasselvägen 5,"Romelanda,          Kungälvs kommun",25 oktober 2019,115.0,281.0,,972 ,4060000.0
901,Häradsvägen 82,"Ytterby,          Kungälvs kommun",25 oktober 2019,130.0,,7.0,361 ,4350000.0
902,Fridhemsgatan 23,"Centralt,          Kungälvs kommun",25 oktober 2019,134.0,174.0,6.0,738 ,5250000.0
903,Slånbärsvägen 6,"Kungälv - Centralt,          Kungälvs kommun",24 oktober 2019,156.0,,7.0,1 010 ,5750000.0
904,Hasselvägen 1,"Diseröd,          Kungälvs kommun",23 oktober 2019,106.0,212.0,6.0,1 032 ,3825000.0
905,Solhultsgatan 18,"Centralt,          Kungälvs kommun",23 oktober 2019,152.0,224.0,6.0,555 ,4795000.0
906,Glöskär 950,"Kungälv - Kärna,          Kungälvs kommun",21 oktober 2019,190.0,240.0,7.0,17 790 ,6000000.0
907,Östergårdsgatan 25,"Ytterby,          Kungälvs kommun",19 oktober 2019,177.0,,7.0,831 ,4695000.0
908,Romelandavägen 112,"Centralt,          Kungälvs kommun",18 oktober 2019,75.0,105.0,4.0,371 ,2695000.0
909,Myrebackavägen 102,"Bohuslän,          Kungälvs kommun",17 oktober 2019,129.0,,5.0,2 531 ,4535000.0
910,Duvesjön 180,"Romelanda,          Kungälvs kommun",16 oktober 2019,47.0,,2.0,1 650 ,2115000.0
911,Kungälvsvägen 22,"Centralt,          Kungälvs kommun",11 oktober 2019,77.0,123.0,5.0,1 548 ,3760000.0
912,Håltet 140,"Kareby,          Kungälvs kommun",11 oktober 2019,132.0,,5.0,2 219 ,4010000.0
