,Address,Location,Date of sale,Bo area (m²),Total Area (m²),Rooms,Plot Area (m²),Closing price (kr)
29,Bokvägen 14,"Fontin, centrum,          Kungälvs kommun",28 juli 2023,137,NaN,6,828 ,5 100 000 
30,Duvesjön 228,"Romelanda,          Kungälvs kommun",17 juli 2023,121,121+37,5,1 150 ,4 195 000 
31,Klintegatan 22,"Centralt,          Kungälvs kommun",17 juli 2023,119,119+55,5,999 ,6 500 000 
32,Galärgatan 2,"Kungälv Centrum,          Kungälvs kommun",13 juli 2023,103,103+60,5,749 ,4 300 000 
33,Ulvebackegatan 3,"Munkegärde,          Kungälvs kommun",13 juli 2023,129,129+44,5,927 ,4 850 000 
34,Vråstigen 4,"Överön,          Kungälvs kommun",11 juli 2023,81,81+57,4,2 619 ,3 775 000 
35,Bergsvägen 11,"Rörtången/ Ödsmålsmosse,          Kungälvs kommun",7 juli 2023,69,NaN,4,934 ,2 000 000 
36,Lundby 509,"Kareby,          Kungälvs kommun",6 juli 2023,166,NaN,6,1 933 ,4 900 000 
37,Kastellegårdsgatan 29,"Komarken,          Kungälvs kommun",6 juli 2023,122,122+16,4,1 033 ,5 200 000 
38,Sparråsvägen 140,"Kungälv - Ytterby,          Kungälvs kommun",4 juli 2023,137,137+19,4,961 ,3 850 000 
39,Dammen 160,"Kärna,          Kungälvs kommun",4 juli 2023,174,174+25,5,3 234 ,3 450 000 
40,Önneröd 220,"Kärna,          Kungälvs kommun",4 juli 2023,112,NaN,4,2 032 ,4 200 000 
41,Tulpanvägen 15,"Kärna,          Kungälvs kommun",3 juli 2023,105,105+140,4,914 ,3 900 000 
42,Rubinvägen 19,"Kode,          Kungälvs kommun",2 juli 2023,195,NaN,7,937 ,5 050 000 
43,Gårdskiftegatan 5,"Ytterby,          Kungälvs kommun",30 juni 2023,164,164+36,5,806 ,5 250 000 
44,Norrmannebo 270,"Romelanda, Kungälvs kommun,          Kungälvs kommun",30 juni 2023,114,114+110,7,1 400 ,4 300 000 
45,Dösebacka 120,"Romelanda,          Kungälvs kommun",29 juni 2023,64,64+53,3,3 824 ,2 960 000 
46,Kärnavägen 16,"Kärna,          Kungälvs kommun",28 juni 2023,171,171+83,7,695 ,4 300 000 
47,Torp 250,"Kareby,          Kungälvs kommun",22 juni 2023,159,159+48,4,1 608 ,3 950 000 
48,Korpvägen 279,"Ullstorp,          Kungälvs kommun",21 juni 2023,133,133+24,4,522 ,5 850 000 
49,Västra gatan 48,"Kungälv - Centralt,          Kungälvs kommun",21 juni 2023,136,NaN,5,937 ,6 500 000 
50,Gunneröd 506,"Kärna,          Kungälvs kommun",18 juni 2023,138,NaN,6,1 215 ,4 930 000 
51,Oxelvägen 96,"Diseröd,          Kungälvs kommun",18 juni 2023,139,NaN,5,390 ,4 200 000 
52,Solberg 420,"Romelanda,          Kungälvs kommun",16 juni 2023,90,90+65,3,2 968 ,2 350 000 
53,Kovikshamn 160,"Kovikshamn,          Kungälvs kommun",15 juni 2023,124,124+8,4,1 400 ,4 300 000 
54,Blankas gata 3,"Kungälv - Centralt,          Kungälvs kommun",14 juni 2023,130,130+152,7,980 ,6 350 000 
55,Ljungvägen 20,"Kode,          Kungälvs kommun",14 juni 2023,34,NaN,2,304 ,2 370 000 
56,Rubinvägen 27,"Kode,          Kungälvs kommun",14 juni 2023,195,NaN,6,991 ,3 500 000 
57,Ulvesund 419,"Kungälv - Ulvesund,          Kungälvs kommun",8 juni 2023,65,NaN,2,688 ,3 000 000 
58,Erslycke 140,"Lycke,          Kungälvs kommun",8 juni 2023,162,162+24,5,1 820 ,5 700 000 
59,Önneröd 145,"Kärna,          Kungälvs kommun",3 juni 2023,110,NaN,4,1 030 ,4 675 000 
60,Ställets bygata 156,"Ytterby,          Kungälvs kommun",2 juni 2023,146,NaN,7,742 ,6 495 000 
61,Hallebäcksvägen 24,"Timmervik,          Kungälvs kommun",1 juni 2023,105,NaN,4,1 337 ,5 250 000 
62,Bergkristallvägen 8,"Kode,          Kungälvs kommun",1 juni 2023,127,127+8,4,518 ,4 795 000 
63,Hammarhöjden 670,"Bohuslän,          Kungälvs kommun",1 juni 2023,100,100+47,Nan,1 090 ,3 200 000 
64,Sålådevägen 554,"Ullstorp,          Kungälvs kommun",1 juni 2023,173,NaN,6,800 ,8 600 000 
65,Hjälmgatan 7,"Ytterby,          Kungälvs kommun",31 maj 2023,96,NaN,3,463 ,4 000 000 
66,Strömgatan 9,"Ytterby,          Kungälvs kommun",31 maj 2023,127,NaN,5,890 ,6 295 000 
67,Krappvägen 570,"Ullstorp,          Kungälvs kommun",25 maj 2023,230,230+25,8,788 ,9 500 000 
68,Norrmannebo 650,"Bohuslän,          Kungälvs kommun",19 maj 2023,143,143+50,6,20 500 ,5 800 000 
69,Ängsgatan  23,"Centralt,          Kungälvs kommun",18 maj 2023,91,91+87,5,743 ,4 625 000 
70,Stenåldersgatan 14,"Stället,          Kungälvs kommun",18 maj 2023,107,NaN,5,452 ,5 050 000 
71,Spaghamnsvägen 7,"Tjuvkil,          Kungälvs kommun",17 maj 2023,110,NaN,5,1 664 ,5 000 000 
72,Östergårdsgatan 3,"Ytterby,          Kungälvs kommun",17 maj 2023,215,215+62,7,1 020 ,4 860 000 
73,Romelanda nedergård 160,"Romelanda,          Kungälvs kommun",16 maj 2023,139,NaN,5,1 196 ,2 625 000 
74,Toreby 240,"Kärna,          Kungälvs kommun",15 maj 2023,89,89+89,5,1 245 ,3 405 000 
75,Murhammarvägen 12,"Kungälv - Kareby,          Kungälvs kommun",12 maj 2023,174,174+17,6,700 ,5 200 000 
76,Kämpegatan 4,"Kungälv Centrum,          Kungälvs kommun",8 maj 2023,128,128+43,5,1 160 ,5 000 000 
77,Vesslegatan 14,"Olseröd,          Kungälvs kommun",7 maj 2023,159,159+17,5,349 ,5 550 000 
78,Bastubäcksvägen 26,"Kode,          Kungälvs kommun",4 maj 2023,44,44+36,4,1 199 ,1 775 000 
79,Karantänsgatan 9,"Kungälv Centrum,          Kungälvs kommun",2 maj 2023,130,NaN,6,659 ,4 500 000 
80,Vävra 297,"Hålta,          Kungälvs kommun",30 april 2023,161,161+55,5,1 587 ,5 300 000 
81,Lerskärsvägen 8,"Tjuvkil,          Kungälvs kommun",29 april 2023,84,84+50,4,1 458 ,4 500 000 
82,Brunnefjällsvägen 21,"Kärna,          Kungälvs kommun",26 april 2023,82,82+13,3,1 741 ,3 500 000 
83,Klockarvägen 7,"Kungälv - Romelanda,          Kungälvs kommun",26 april 2023,162,NaN,6,706 ,4 050 000 
84,Sålådevägen 546,"Kungälv - Ullstorp,          Kungälvs kommun",25 april 2023,145,145+19,5,804 ,6 700 000 
85,Östra Trädal 320,"Ytterby,          Kungälvs kommun",21 april 2023,130,130+50,6,8 185 ,7 495 000 
86,Lundby 565,"Kareby,          Kungälvs kommun",20 april 2023,101,NaN,3,1 935 ,4 390 000 
87,Kuskalundsvägen 39,"Kungälv - Hålta,          Kungälvs kommun",18 april 2023,70,70+13,3,1 745 ,2 600 000 
88,Häradsvägen 6,"Ytterby,          Kungälvs kommun",18 april 2023,137,NaN,7,468 ,4 250 000 
89,Kareby kyrkväg 149,"Kareby,          Kungälvs kommun",18 april 2023,137,NaN,5,1 951 ,4 300 000 
90,Kuskalundsvägen 32,"Hålta,          Kungälvs kommun",15 april 2023,79,NaN,3,1 494 ,3 050 000 
91,Munkegärdegatan 243,"Munkegärde/Ulvegärde,          Kungälvs kommun",15 april 2023,133,NaN,6,817 ,5 150 000 
92,Backsippegatan 5,"Ytterby,          Kungälvs kommun",14 april 2023,115,NaN,5,598 ,4 200 000 
93,Stora Risby 550,"Hålta,          Kungälvs kommun",10 april 2023,100,100+86,3,1 640 ,3 850 000 
94,Västra gatan 28,"Kungälv - Centralt,          Kungälvs kommun",3 april 2023,155,155+32,6,600 ,5 250 000 
95,Östergårdsgatan 23,"Ytterby,          Kungälvs kommun",30 mars 2023,180,180+48,6,840 ,5 225 000 
96,Hermansby 165,"Kärna,          Kungälvs kommun",27 mars 2023,134,NaN,4,2 005 ,4 900 000 
97,Lefstad 155,"Kärna,          Kungälvs kommun",24 mars 2023,145,NaN,6,1 545 ,5 700 000 
98,Kullegatan 12,"Centrum,          Kungälvs kommun",24 mars 2023,190,190+163,7,660 ,6 600 000 
99,Bräcke 105,"Kungälv - Kärna,          Kungälvs kommun",23 mars 2023,204,NaN,6,1 906 ,5 295 000 
100,Kulperödsvägen 17,"Bohuslän,          Kungälvs kommun",23 mars 2023,133,133+119,6,2 141 ,4 800 000 
101,Sköldgatan 8,"Stället,          Kungälvs kommun",9 mars 2023,96,96+29,3,451 ,4 225 000 
102,Munkegärdegatan 279,"Kungälv - Munkegärde,          Kungälvs kommun",9 mars 2023,118,NaN,4,342 ,4 700 000 
103,Önneröd 120,"Kärna,          Kungälvs kommun",8 mars 2023,133,133+29,5,3 061 ,3 750 000 
104,Kyrkeby 293,"Harestad,          Kungälvs kommun",3 mars 2023,170,NaN,6,1 189 ,5 500 000 
105,Harkeröd 305,"Hålta,          Kungälvs kommun",2 mars 2023,110,NaN,4,818 ,4 395 000 
106,Lagvägen 23,"Ytterby,          Kungälvs kommun",2 mars 2023,107,107+7,4,757 ,2 700 000 
107,Tegskiftegatan 84,"Ytterby,          Kungälvs kommun",27 februari 2023,101,101+146,5,1 186 ,5 310 000 
108,Signehög 320,"Romelanda,          Kungälvs kommun",21 februari 2023,105,105+57,5,1 550 ,4 350 000 
109,Guddehjälm 215,"Ytterby,          Kungälvs kommun",8 februari 2023,182,NaN,8,3 639 ,5 330 000 
110,Kärnavägen 4,"Kärna,          Kungälvs kommun",7 februari 2023,110,110+90,7,860 ,4 250 000 
111,Källeröd 166,"Kareby,          Kungälvs kommun",4 februari 2023,127,NaN,6,988 ,4 350 000 
112,Korpedalsvägen 3,"Aröd,          Kungälvs kommun",2 februari 2023,140,140+64,5,993 ,4 000 000 
113,Hällristningsgatan 10,"Kungälv - Ytterby,          Kungälvs kommun",30 januari 2023,103,NaN,4,282 ,4 000 000 
114,Kantorvägen 4,"Diseröd,          Kungälvs kommun",27 januari 2023,134,NaN,5,558 ,3 700 000 
115,Gunneröd 320,"Lycke,          Kungälvs kommun",26 januari 2023,145,NaN,5,1 144 ,3 900 000 
116,Prästvägen 340,"Kungälv - Kareby,          Kungälvs kommun",19 januari 2023,158,158+92,7,4 235 ,6 100 000 
117,Granndalen 13,"Kärna,          Kungälvs kommun",18 januari 2023,110,110+27,4,1 093 ,3 850 000 
118,Stenåldersgatan 57,"Ytterby,          Kungälvs kommun",17 januari 2023,107,NaN,5,354 ,4 380 000 
119,Duvesjön 216,"Romelanda,          Kungälvs kommun",12 januari 2023,153,NaN,6,2 091 ,4 750 000 
120,Rostock 290,"Romelanda,          Kungälvs kommun",4 januari 2023,148,148+65,Nan,1 678 ,3 400 000 
121,Långdammsvägen 2,"Marstrandsön,          Kungälvs kommun",27 december 2022,28,NaN,Nan,617 ,7 125 000 
122,Munkegärdegatan 312,"Munkegärde,          Kungälvs kommun",21 december 2022,170,NaN,6,612 ,5 605 000 
123,Bremnäs 130,"Lycke,          Kungälvs kommun",15 december 2022,167,167+40,8,938 ,4 490 000 
124,Bremnäs 155,"Lycke Bremnäs,          Kungälvs kommun",13 december 2022,137,137+53,6,1 298 ,4 125 000 
125,Skurhagagatan 3,"Komarken,          Kungälvs kommun",2 december 2022,127,127+125,6,603 ,4 700 000 
126,Över-Restad 165,"Hålta,          Kungälvs kommun",2 december 2022,126,NaN,6,1 693 ,5 050 000 
127,Sundhammarsvägen 610,"Kärna,          Kungälvs kommun",2 december 2022,188,NaN,6,2 010 ,5 500 000 
128,Klevevägen 50,"Ytterby,          Kungälvs kommun",2 december 2022,110,NaN,4,Nan,3 600 000 
129,Klockarvägen 11,"Diseröd,          Kungälvs kommun",1 december 2022,170,NaN,6,574 ,4 300 000 
130,Hammarberg 830,"Kode,          Kungälvs kommun",29 november 2022,73,73+15,3,1 632 ,2 900 000 
131,Jordliden 30,"Kungälv,          Kungälvs kommun",24 november 2022,86,NaN,3,Nan,2 750 000 
132,Grindklykan 9,"Grinden,          Kungälvs kommun",24 november 2022,114,NaN,4,729 ,4 800 000 
133,Hältorp 130,"Ytterby,          Kungälvs kommun",18 november 2022,115,115+115,7,1 372 ,4 050 000 
134,Häljeröd 430,"Romelanda,          Kungälvs kommun",17 november 2022,132,NaN,6,3 009 ,4 515 000 
135,Sjöhåla 130,"Sjöhåla,          Kungälvs kommun",13 november 2022,121,121+75,4,1 576 ,2 400 000 
136,Flädervägen 18,"Romelanda,          Kungälvs kommun",12 november 2022,137,137+20,6,353 ,3 850 000 
137,Lundby 440,"Kareby,          Kungälvs kommun",11 november 2022,125,125+120,5,1 676 ,4 500 000 
138,Fiolmannens gata 17,"Ytterby,          Kungälvs kommun",10 november 2022,115,NaN,5,Nan,3 995 000 
139,Lefstad 350,"Kärna,          Kungälvs kommun",6 november 2022,129,129+90,6,2 216 ,4 050 000 
140,Enskiftegatan 10,"Kungälv - Ytterby,          Kungälvs kommun",3 november 2022,179,NaN,6,768 ,5 500 000 
141,Mossvägen 38,"Lökeberg,          Kungälvs kommun",31 oktober 2022,86,NaN,3,1 111 ,4 400 000 
142,Lingången 16,"Kungälv - Centrum,          Kungälvs kommun",26 oktober 2022,120,NaN,4,402 ,4 550 000 
143,Jägersberg 310,"Kode,          Kungälvs kommun",21 oktober 2022,184,184+28,6,26 210 ,4 000 000 
144,Mossvägen 37,"Lökeberg,          Kungälvs kommun",19 oktober 2022,86,NaN,3,1 844 ,4 400 000 
145,Prejelvägen 120,"Ullstorp,          Kungälvs kommun",16 oktober 2022,122,NaN,5,314 ,5 495 000 
146,Vältvägen 509,"Ullstorp,          Kungälvs kommun",12 oktober 2022,105,NaN,4,319 ,5 050 000 
147,Björröd 310,"Kode,          Kungälvs kommun",12 oktober 2022,172,NaN,6,1 514 ,4 350 000 
148,Kullholmsvägen 6,"Tjuvkil,          Kungälvs kommun",3 oktober 2022,117,NaN,5,429 ,5 900 000 
149,Kantorvägen 8,"Diseröd,          Kungälvs kommun",30 september 2022,125,NaN,4,557 ,3 700 000 
150,Norrmannebo 110,"Romelanda,          Kungälvs kommun",29 september 2022,99,NaN,3,1 720 ,2 100 000 
151,Heden 220,"Bohuslän,          Kungälvs kommun",29 september 2022,123,123+77,5,3 342 ,4 750 000 
152,Gustavsbergsvägen 16,"Ytterby,          Kungälvs kommun",28 september 2022,105,105+91,4,1 244 ,5 100 000 
153,Bergsvägen 28,"Ödsmålsmosse,          Kungälvs kommun",27 september 2022,58,58+7,3,1 631 ,3 075 000 
154,Korpvägen 263,"Ullstorp,          Kungälvs kommun",24 september 2022,158,158+18,6,387 ,6 500 000 
155,Hemvägen 48,"Diseröd,          Kungälvs kommun",22 september 2022,130,130+65,5,696 ,3 650 000 
156,Häljeröd 640,"Kode,          Kungälvs kommun",19 september 2022,211,NaN,8,47 500 ,7 750 000 
157,Stenåldersgatan 55,"Ytterby,          Kungälvs kommun",17 september 2022,120,120+15,5,395 ,5 200 000 
158,Annas väg 28,"Kovikshamn/Sundhammar,          Kungälvs kommun",12 september 2022,101,NaN,3,1 118 ,4 150 000 
159,Krokebäcksvägen 95,"Kareby,          Kungälvs kommun",11 september 2022,123,NaN,5,259 ,5 100 000 
160,Björröd 260,"Bohuslän,          Kungälvs kommun",10 september 2022,145,NaN,4,4 156 ,3 300 000 
161,Vävra 105,"Hålta,          Kungälvs kommun",9 september 2022,111,NaN,2,1 943 ,2 550 000 
162,Högsberg 355,"Kode,          Kungälvs kommun",8 september 2022,94,NaN,4,1 797 ,4 050 000 
163,Rådjursgatan 8,"Bohuslän,          Kungälvs kommun",8 september 2022,85,NaN,3,Nan,3 195 000 
164,Barlinds väg 38,"Instön,          Kungälvs kommun",6 september 2022,98,98+2,4,1 290 ,8 500 000 
165,Skålgropsgatan 28,"Ytterby,          Kungälvs kommun",4 september 2022,122,NaN,4,349 ,5 050 000 
166,Tjärnstigen 10,"Lökeberg,          Kungälvs kommun",1 september 2022,103,NaN,5,1 113 ,3 800 000 
167,Grepvägen 385,"Ullstorp,          Kungälvs kommun",1 september 2022,121,121+29,5,388 ,5 710 000 
168,Lerskärsvägen 13B,"Tjuvkil,          Kungälvs kommun",1 september 2022,128,NaN,4,1 259 ,5 200 000 
169,Kyrkeby 302,"Harestad,          Kungälvs kommun",31 augusti 2022,126,NaN,6,1 097 ,4 900 000 
170,Tvetgatan 143,"Tveten,          Kungälvs kommun",31 augusti 2022,93,93+32,5,186 ,4 200 000 
171,Grandalen 230,"Romelanda,          Kungälvs kommun",29 augusti 2022,138,NaN,6,1 718 ,4 200 000 
172,Hammarhöjden 700,"Kode,          Kungälvs kommun",29 augusti 2022,75,NaN,4,1 123 ,1 650 000 
173,Holm 241,"Kärna,          Kungälvs kommun",27 augusti 2022,5,NaN,5,1 207 ,5 100 000 
174,Torsby 270,"Kärna,          Kungälvs kommun",27 augusti 2022,161,161+174,8,1 915 ,5 735 000 
175,Lerskärsvägen 52,"Tjuvkil,          Kungälvs kommun",26 augusti 2022,106,106+49,4,1 385 ,5 520 000 
176,Korsgatan 3,"Marstrand,          Kungälvs kommun",24 augusti 2022,116,116+30,4,494 ,9 200 000 
177,Blekeliden 6,"Västra Gatan,          Kungälvs kommun",21 augusti 2022,161,161+47,5,629 ,7 300 000 
178,Rörtången 273,"Rörtången/ödsmålsmosse,          Kungälvs kommun",19 augusti 2022,65,NaN,2,Nan,4 100 000 
179,Råckeröd 180,"Kärna,          Kungälvs kommun",12 augusti 2022,90,NaN,4,3 183 ,2 050 000 
180,Krokebäcksvägen 85,"Kareby,          Kungälvs kommun",11 augusti 2022,123,NaN,5,226 ,5 100 000 
181,Guddeby 210,"Ytterby,          Kungälvs kommun",4 augusti 2022,120,120+120,7,3 512 ,4 600 000 
182,Hallbjörtorp 330,"Kärna,          Kungälvs kommun",4 augusti 2022,99,NaN,4,2 733 ,2 600 000 
183,Glöskär 875,"Kärna,          Kungälvs kommun",20 juli 2022,110,110+5,5,1 615 ,6 775 000 
184,Stora Risby 400,"Hålta,          Kungälvs kommun",18 juli 2022,74,74+68,6,1 078 ,4 500 000 
185,Hemmansgatan 7,"Ytterby,          Kungälvs kommun",15 juli 2022,155,155+42,6,875 ,5 100 000 
186,Hemvägen 7,"Romelanda,          Kungälvs kommun",15 juli 2022,105,105+33,5,437 ,3 750 000 
187,Ulvesund 296,"Ytterby,          Kungälvs kommun",13 juli 2022,169,NaN,5,2 567 ,8 800 000 
188,Torsby 250,"Kärna,          Kungälvs kommun",10 juli 2022,170,170+60,7,1 810 ,6 525 000 
189,Åkerhög 340,"Kärna,          Kungälvs kommun",9 juli 2022,45,NaN,3,1 527 ,2 500 000 
190,Rondan 13,"Kungälv - Ödsmålsmosse,          Kungälvs kommun",5 juli 2022,102,102+55,5,1 380 ,4 650 000 
191,Blåsippegatan 12,"Kungälv - Ytterby,          Kungälvs kommun",3 juli 2022,115,NaN,5,569 ,3 850 000 
192,Bergsvägen 4,"Ödsmålsmosse,          Kungälvs kommun",28 juni 2022,88,88+15,2,783 ,3 995 000 
193,Veneröd 439,"Hålta,          Kungälvs kommun",28 juni 2022,118,NaN,3,8 133 ,3 680 000 
194,Lefstadvägen 31,"Kärna,          Kungälvs kommun",27 juni 2022,130,NaN,5,881 ,5 050 000 
195,Silvergnejsvägen 18,"Kungälv - Gullbringa,          Kungälvs kommun",27 juni 2022,179,NaN,5,2 120 ,5 800 000 
196,Östra gatan 9,"Gamla Kungälv,          Kungälvs kommun",27 juni 2022,325,325+81,0,852 ,10 500 000 
197,Apelvägen 10,"Diseröd,          Kungälvs kommun",25 juni 2022,104,NaN,4,486 ,3 275 000 
198,Dösebacka 110,"Romelanda,          Kungälvs kommun",23 juni 2022,144,144+79,6,5 634 ,5 780 000 
199,Lerskärsvägen 18,"Tjuvkil,          Kungälvs kommun",22 juni 2022,65,65+65,5,1 216 ,3 995 000 
200,Halltorpsvägen 11,"Kode,          Kungälvs kommun",22 juni 2022,107,107+13,4,1 119 ,4 800 000 
201,Duvesjön 351,"Romelanda,          Kungälvs kommun",21 juni 2022,50,50+35,2,2 418 ,1 750 000 
202,Kärnavägen 50,"Bohuslän,          Kungälvs kommun",21 juni 2022,128,NaN,Nan,525 ,3 200 000 
203,Idrottsgatan 14,"Marstrand,          Kungälvs kommun",21 juni 2022,114,114+60,Nan,592 ,7 800 000 
204,Äslingsvägen 10,"Tjuvkil,          Kungälvs kommun",20 juni 2022,75,75+43,4,1 355 ,4 150 000 
205,Solberg 450,"Bohuslän,          Kungälvs kommun",19 juni 2022,158,NaN,6,5 435 ,5 250 000 
206,Almvägen 9,"Romelanda,          Kungälvs kommun",17 juni 2022,129,129+10,6,803 ,5 260 000 
207,Flateby 525,"Bohuslän,          Kungälvs kommun",17 juni 2022,154,NaN,6,2 814 ,6 275 000 
208,Korpedalsvägen 9,"Aröd,          Kungälvs kommun",16 juni 2022,47,NaN,4,1 317 ,3 350 000 
209,Östergårdsgatan 23,"Ytterby,          Kungälvs kommun",15 juni 2022,180,180+48,6,840 ,5 600 000 
210,Åsleröd 130,"Bohuslän,          Kungälvs kommun",15 juni 2022,120,120+35,4,1 566 ,4 700 000 
211,Rävo 131,"Bohuslän,          Kungälvs kommun",13 juni 2022,140,NaN,5,3 380 ,7 450 000 
212,Situlagatan 4,"Ytterby - Stället,          Kungälvs kommun",11 juni 2022,138,138+27,5,636 ,6 620 000 
213,Duvesjön 373,"Duvesjön,          Kungälvs kommun",9 juni 2022,149,149+9,5,1 604 ,4 900 000 
214,Odlingsgatan 78,"Ytterby,          Kungälvs kommun",9 juni 2022,130,NaN,5,295 ,5 600 000 
215,Östra gatan 29,"Kungälv,          Kungälvs kommun",8 juni 2022,192,192+128,8,384 ,8 300 000 
216,Duvesjön 369,"Kungälv -Duvesjön,          Kungälvs kommun",6 juni 2022,4,NaN,4,1 198 ,5 050 000 
217,Tjuvkils huvud 918,"Tjuvkil,          Kungälvs kommun",4 juni 2022,60,NaN,4,1 376 ,5 150 000 
218,Bergåsvägen 10B,"Ytterby,          Kungälvs kommun",3 juni 2022,115,115+78,6,834 ,5 700 000 
219,Lagvägen 29,"Ytterby,          Kungälvs kommun",31 maj 2022,101,NaN,4,713 ,4 700 000 
220,Lerskärsvägen 49,"Tjuvkil,          Kungälvs kommun",31 maj 2022,189,NaN,6,1 133 ,7 100 000 
221,Sagagatan 6,"Centralt vid älven,          Kungälvs kommun",29 maj 2022,280,280+45,6,768 ,8 500 000 
222,Glose 120,"Glose,          Kungälvs kommun",27 maj 2022,64,64+64,4,1 418 ,3 500 000 
223,Toreby 240,"Kärna,          Kungälvs kommun",26 maj 2022,89,89+89,4,1 245 ,3 895 000 
224,Tronnum 370,"Kärna,          Kungälvs kommun",26 maj 2022,165,165+36,5,2 407 ,6 360 000 
225,Ängsgatan 9,"Centrum,          Kungälvs kommun",23 maj 2022,165,165+16,6,575 ,5 700 000 
226,Storskiftegatan 35,"Övre Tega,          Kungälvs kommun",22 maj 2022,84,84+11,3,255 ,4 000 000 
227,Lerskärsvägen 36,"Tjuvkil,          Kungälvs kommun",20 maj 2022,75,NaN,Nan,1 156 ,3 800 000 
228,Rörstigen 8,"Centralt vid älven,          Kungälvs kommun",17 maj 2022,129,129+2,5,407 ,6 200 000 
229,Bäckvägen 2,"Kungälv - Lökeberg,          Kungälvs kommun",16 maj 2022,95,95+48,3,1 050 ,6 300 000 
230,Hagtornsvägen 1,"Diseröd,          Kungälvs kommun",16 maj 2022,120,120+107,7,788 ,4 650 000 
231,Ulvesund 403,"Ytterby,          Kungälvs kommun",16 maj 2022,42,NaN,Nan,287 ,2 400 000 
232,Glose 360,"Bohuslän,          Kungälvs kommun",16 maj 2022,75,NaN,4,2 280 ,3 250 000 
233,Skålgropsgatan 16,"Ytterby,          Kungälvs kommun",15 maj 2022,120,NaN,5,249 ,4 800 000 
234,Fredrik Bagges gata 9,"Koön, Marstrand,          Kungälvs kommun",14 maj 2022,135,NaN,6,979 ,9 500 000 
235,Åsebyberg 870,"Åsebyberg,          Kungälvs kommun",13 maj 2022,117,117+72,4,2 667 ,4 900 000 
236,Aspvägen 8,"Ytterby,          Kungälvs kommun",12 maj 2022,130,130+90,5,602 ,6 210 000 
237,Hällristningsgatan 12,"Ytterby,          Kungälvs kommun",11 maj 2022,107,NaN,Nan,560 ,5 275 000 
238,Klockarvägen 4,"Romelanda,          Kungälvs kommun",9 maj 2022,154,NaN,6,561 ,5 000 000 
239,Sjöhåla strandväg 36,"Kovikshamn,          Kungälvs kommun",8 maj 2022,179,NaN,6,1 720 ,6 900 000 
240,Duvesjön 304,"Kungälv,          Kungälvs kommun",6 maj 2022,124,NaN,4,1 180 ,5 600 000 
241,Holm 280,"Kärna,          Kungälvs kommun",3 maj 2022,65,NaN,3,1 893 ,3 300 000 
242,Bräcke 220,"Kärna,          Kungälvs kommun",29 april 2022,120,NaN,6,1 565 ,5 250 000 
243,Sundhammarsvägen 790,"Kovikshamn/Sundhammar,          Kungälvs kommun",28 april 2022,78,NaN,3,1 156 ,3 625 000 
244,Vävra 433,"Hålta,          Kungälvs kommun",27 april 2022,198,NaN,6,1 729 ,6 275 000 
245,Grepvägen 393,"Ullstorp,          Kungälvs kommun",27 april 2022,148,NaN,5,477 ,7 000 000 
246,Torsbyvägen 50,"Ytterby,          Kungälvs kommun",27 april 2022,101,101+49,4,4 904 ,5 550 000 
247,Dösebacka 150,"Romelanda,          Kungälvs kommun",26 april 2022,95,NaN,2,1 600 ,4 950 000 
248,Åsebyberg 855,"Åsebyberg,          Kungälvs kommun",25 april 2022,129,129+18,5,4 105 ,5 000 000 
249,Lingonvägen 16,"Centralt,          Kungälvs kommun",25 april 2022,134,NaN,5,381 ,5 800 000 
250,Staby 375,"Kärna,          Kungälvs kommun",24 april 2022,129,NaN,6,1 558 ,5 400 000 
251,Granvägen 7,"Ytterby,          Kungälvs kommun",24 april 2022,100,100+54,4,623 ,5 300 000 
252,Årsnäs 460,"Kungälv - Årsnäs,          Kungälvs kommun",22 april 2022,40,NaN,3,2 393 ,3 600 000 
253,Trankärr 223,"Trankärr,          Kungälvs kommun",16 april 2022,6,NaN,6,958 ,5 850 000 
254,Marieberg 210,"Kungälv,          Kungälvs kommun",14 april 2022,120,120+34,5,3 245 ,3 150 000 
255,Dotorp 260,"Kungälv - Kärna,          Kungälvs kommun",14 april 2022,162,162+9,6,2 003 ,4 775 000 
256,Högalidsgatan 12,"Centralt vid älven,          Kungälvs kommun",13 april 2022,139,139+72,7,816 ,6 450 000 
257,Kodevägen 15,"Kode,          Kungälvs kommun",13 april 2022,147,147+123,6,1 301 ,4 525 000 
258,Kungälvsvägen 27,"Grinden,          Kungälvs kommun",13 april 2022,133,NaN,6,243 ,4 950 000 
259,Onyxvägen 1,"Kode,          Kungälvs kommun",13 april 2022,155,NaN,7,818 ,4 400 000 
260,Kärnavägen 7,"Kärna,          Kungälvs kommun",4 april 2022,97,97+133,7,786 ,3 995 000 
261,Åsebyberg 735,"Kode,          Kungälvs kommun",3 april 2022,158,158+21,5,1 362 ,6 200 000 
262,Lagvägen 4,"Ytterby,          Kungälvs kommun",30 mars 2022,129,129+20,5,816 ,5 630 000 
263,Marielundsvägen 12,"Koön,          Kungälvs kommun",30 mars 2022,74,NaN,3,854 ,5 400 000 
264,Gräsgången 5,"Kungälv,          Kungälvs kommun",30 mars 2022,121,NaN,4,343 ,4 600 000 
265,Åsebyberg 883,"Åsebyberg,          Kungälvs kommun",30 mars 2022,96,NaN,4,Nan,4 630 000 
266,Åsebyberg 755,"Kode,          Kungälvs kommun",25 mars 2022,75,75+40,3,961 ,3 900 000 
